가맹점명,주소,위도,경도
의정부금오점,경기 의정부시 부용로 105 (금오동),37.7512937,127.0693544
의정부민락점,경기 의정부시 용현로 144 (민락동),37.7407254,127.0919923
의정부용현점,경기 의정부시 오목로18번길 10 (용현동),37.7323016,127.0856319
의정부장암점,경기 의정부시 동일로 458 (신곡동) 미림빌딩 103호,37.7292693,127.0597613
의정부신곡점,"경기 의정부시 추동로 45 (신곡동, 극동・동성아파트)",37.7453846,127.0583750
의정부북부점,경기 의정부시 평화로 629 (의정부동) 103호,37.7481107,127.0451149
이천안흥점,경기 이천시 영창로 306 (갈산동),37.2809806,127.4566069
장호원점,경기 이천시 장호원읍 샘재로 147,37.1177620,127.6289549
이천 마장점,경기 이천시 마장면 오천로 22-1,37.2543953,127.3511431
이천송정점,경기 이천시 증신로291번길 92 (송정동),37.2961757,127.4351964
이천부발점,경기 이천시 부발읍 무촌로 130,37.2834849,127.4880777
이천신하리점,경기 이천시 부발읍 경충대로 2243,37.2597049,127.4770425
파주교하점,경기 파주시 청석로 272 (동패동),37.7261179,126.7177020
한울마을점,경기 파주시 동패로 98 (동패동),37.7114661,126.7402447
운정가람마을점,경기 파주시 미래로 620 (와동동),37.7323989,126.7511088
파주금촌점,경기 파주시 새꽃로 62 (금촌동),37.7555821,126.7689470
문산역점,경기 파주시 문산읍 문향로 25,37.8543341,126.7859567
금촌역교차로점,경기 파주시 새꽃로 194 (금촌동),37.7650719,126.7742511
파주해솔마을점,경기 파주시 가온로 122 (목동동),37.7207046,126.7460665
봉일천점,경기 파주시 조리읍 봉천로 29,37.7432211,126.8084303
문산당동점,경기 파주시 문산읍 방촌로 1719,37.8660962,126.7843809
파주법원리점,경기 파주시 법원읍 술이홀로 874,37.8490027,126.8728101
송탄지산점,경기 평택시 지산2로96번길 4 (지산동),37.0798458,127.0610961
평택소사벌점,경기 평택시 만세로 1845 (비전동) 106호,37.0040973,127.1032615
평택이충점,경기 평택시 이충로35번길 22 (이충동),37.0598138,127.0667461
평택서정점,경기 평택시 서정역로26번길 3 (서정동),37.0564730,127.0559312
평택용죽점,경기 평택시 용죽2로 38 (용이동) 1층103호,36.9938082,127.1244045
평택팽성점,경기 평택시 팽성읍 부용로 27,36.9632327,127.0587450
평택비전점,"경기 평택시 평택3로 56 (비전동, 부원맨션)",36.9938831,127.0943262
평택합정점,경기 평택시 평남로 635 (합정동),36.9907569,127.1065366
평택용이점,경기 평택시 현신2길 4 (용이동),36.9944641,127.1359930
평택원평점,경기 평택시 원평로39번길 23-3 (평택동),36.9888050,127.0837684
평택안중점,경기 평택시 안중읍 안현로서6길 52 아이맥스빌딩 103호,36.9847604,126.9235409
평택센트럴자이점,"경기 평택시 상서재로 80 (동삭동, 평택센트럴자이 5단지) 516동 120호",37.0203602,127.1036478
평택세교점,"경기 평택시 세교3로 5 (세교동, 우성꿈그린아파트)",37.0022150,127.0804273
포천점,경기 포천시 구절초로 19 (신읍동),37.8957892,127.2024546
송우리점,경기 포천시 소흘읍 솔모루로 88,37.8289856,127.1476747
하남스타필드점,경기 하남시 하남유니온로 70-1 (신장동) 유나온시티에일린의뜰 상가 1층 104호,37.5440730,127.2206920
덕풍점,경기 하남시 신장로 169-1 (덕풍동),37.5405302,127.2003423
병점점,경기 화성시 효행로 1063 (진안동),37.2149864,127.0431434
봉담점,경기 화성시 봉담읍 동화길 91,37.2165671,126.9588129
동탄반송점,경기 화성시 동탄솔빛로 65 (반송동),37.1945855,127.0741426
병점송화초점,경기 화성시 병점1로 66-2 (병점동),37.2028848,127.0411612
동탄시범단지점,"경기 화성시 동탄대로시범길 235 (청계동, 동탄역 시범 금강펜테리움 센트럴파크 III)",37.2015184,127.1030902
향남1점,경기 화성시 향남읍 행정서로3길 4-56 1층 102호,37.1300784,126.9177177
화성반월초점,"경기 화성시 효행로 1337-23 (반월동, e편한세상 반월 나노시티역)",37.2253506,127.0618121
동탄호수공원점,경기 화성시 동탄대로6길 9 (산척동) 117호,37.1687033,127.1077372
화성송산점,경기 화성시 화산중앙로 27 (송산동),37.2066805,127.0135301
동탄푸른점,경기 화성시 10용사로 349-3 (능동),37.1993395,127.0561981
수원대점,경기 화성시 봉담읍 와우안길 42,37.2156298,126.9769230
화성남양점,경기 화성시 남양읍 남양시장로66번길 10-7,37.2079735,126.8160082
동탄카림점,경기 화성시 동탄대로시범길 148-54 (청계동) 1층 A112호,37.2005425,127.1137164
동탄영천점,경기 화성시 동탄순환대로 708 (영천동) 1동 1층 105호,37.2079460,127.1103892
화성새솔점,경기 화성시 수노을중앙로 150 (새솔동),37.2837435,126.8189680
동탄북광장점,"경기 화성시 동탄반석로 207 (반송동, 동탄시범한빛마을 삼부르네상스)",37.2078301,127.0713772
화성기안점,경기 화성시 봉담읍 효행로291번길 6-2,37.2221393,126.9745722
화성조암점,경기 화성시 우정읍 조암남로 41,37.0844052,126.8197032
화성발안점,경기 화성시 향남읍 3.1만세로 1110,37.1325439,126.9087303
강화점,인천 강화군 강화읍 강화대로 432,37.7475129,126.4836927
인천계산역점,인천 계양구 경명대로 1096 (계산동) 계산메디칼센타 1층 102호,37.5429398,126.7287171
인천장기점,인천 계양구 황어로 115 (장기동),37.5794995,126.7336672
인천임학역점,인천 계양구 장제로 881 (임학동),37.5456511,126.7388977
인천모래내시장점,인천 남동구 구월남로 283 (구월동),37.4522739,126.7211462
인천논현점,인천 남동구 논고개로136번길 5-7 (논현동),37.4038076,126.7242621
인천만수3지구점,인천 남동구 담방로 39 (만수동),37.4431634,126.7385406
간석2동점,인천 남동구 석산로184번길 1 (간석동),37.4605448,126.7125851
인천논현소래점,인천 남동구 포구로 75 (논현동),37.4051294,126.7357593
인천송현점,인천 동구 송현로 33 (송현동),37.4791428,126.6356406
인천학익점,인천 미추홀구 매소홀로 470 (학익동),37.4393050,126.6743700
용현5동점,인천 미추홀구 낙섬중로 13 (용현동),37.4499117,126.6358188
인천도화점,인천 미추홀구 석정로 303 (도화동),37.4681569,126.6692748
인천신기점,"인천 미추홀구 인하로 272 (주안동, 남부종합상가)",37.4478944,126.6783885
인천삼산점,인천 부평구 충선로 309 (삼산동),37.5166448,126.7352205
부개점,인천 부평구 충선로 107 (부개동),37.4989131,126.7357682
부평역점,인천 부평구 광장로 34 (부평동),37.4909683,126.7244619
산곡경남점,"인천 부평구 안남로222번길 30 (산곡동, 경남아파트)",37.5017309,126.7095966
인천가좌점,인천 서구 원적로 75 (가좌동),37.4937575,126.6807215
인천청라점,"인천 서구 청라라임로 85 (청라동, 청라린스트라우스)",37.5351108,126.6517146
인천원당점,인천 서구 원당대로 843 (원당동),37.5941072,126.6953446
인천검암점,인천 서구 승학로 494 (검암동),37.5651910,126.6745170
마전점,인천 서구 완정로 31 (마전동),37.5954201,126.6704823
인천신현점,인천 서구 원창로 194 (신현동) 107호,37.5174850,126.6708350
인천송도점,"인천 연수구 신송로82번길 6 (송도동, 송도풍림아이원4단지아파트)",37.3934686,126.6573559
인천동춘점,인천 연수구 앵고개로 266 (동춘동) 한양상가 B동 104호,37.4069787,126.6728284
연수점,인천 연수구 용담로 148 (연수동),37.4129216,126.6802529
인천옥련점,"인천 연수구 독배로40번길 48 (옥련동, 우성1차아파트)",37.4240073,126.6472658
영종하늘도시점,인천 중구 하늘달빛로 84 (중산동),37.4867621,126.5581458
강릉교동점,강원 강릉시 교동광장로 145 (교동),37.7643194,128.8809847
강릉주문진점,강원 강릉시 주문진읍 주문로 7,37.8844585,128.8250279
강릉입암점,강원 강릉시 입암로 157 (입암동),37.7597295,128.9183652
포남점,강원 강릉시 하평2길 6 (포남동),37.7707552,128.9125820
간성점,강원 고성군 간성읍 간성로 23,38.3786616,128.4723494
속초조양점,"강원 속초시 청대로 210 (조양동, 조양동 효성해링턴 플레이스) 109-2호",38.1879582,128.5778042
속초교동점,강원 속초시 미시령로 3383 (교동),38.2067303,128.5763700
양구점,강원 양구군 양구읍 사명길 118-17,38.1078707,127.9887984
양양점,강원 양양군 양양읍 양양로 96,38.0740938,128.6189592
영월점,강원 영월군 영월읍 중앙로 22,37.1834157,128.4662086
원주단구점,강원 원주시 단구로 404 (단구동) 단관 청솔3차아파트 상가동1,37.3208954,127.9549948
원주우산점,강원 원주시 우산로 68 (우산동),37.3695766,127.9370301
원주무실점,강원 원주시 시청로 84 (무실동),37.3363835,127.9280559
단계점,"강원 원주시 백간길 81 (단계동, 장미아파트)",37.3524821,127.9321125
원주봉산점,"강원 원주시 행구로 68 (봉산동, 삼익아파트 유치원)",37.3414984,127.9647506
원주흥업점,강원 원주시 흥업면 남원로 70,37.3020782,127.9202081
원주명륜점,강원 원주시 예술관길 7 (명륜동),37.3341048,127.9437421
원주중앙점,"강원 원주시 천사로 189 (일산동, 두진하트리움시티) 1층 105호",37.3509234,127.9449970
원주기업도시점,강원 원주시 지정면 신지정로 322 117호,37.3825827,127.8724962
원주일산점,강원 원주시 무실로 148 (일산동),37.3425704,127.9413615
문막동화점,강원 원주시 문막읍 왕건로 75,37.3262188,127.8290676
원주혁신도시점,강원 원주시 입춘로 110 (반곡동) 114호,37.3234174,127.9816785
인제점,강원 인제군 인제읍 인제로 207-1,38.0697752,128.1731571
강원원통점,강원 인제군 북면 원통로 181,38.1232245,128.2039472
와수리점,강원 철원군 서면 와수로181번길 25-16,38.2394021,127.4378758
춘천후평점,강원 춘천시 후석로 299 (후평동),37.8778027,127.7511636
춘천석사애막골점,강원 춘천시 후석로186번길 16 (석사동),37.8672970,127.7540755
춘천퇴계금호타운점,강원 춘천시 안마산로 213 (퇴계동),37.8499560,127.7377720
춘천한림대점,강원 춘천시 삭주로 71 (교동),37.8836123,127.7386956
춘천장학점,강원 춘천시 동면 춘천로449번길 30-1,37.8949435,127.7540826
남춘천점,"강원 춘천시 춘주로 150 (퇴계동, 현진아파트)",37.8581338,127.7245283
평창진부점,강원 평창군 진부면 진부시장뒷길 48-2,37.6379444,128.5587075
홍천점,강원 홍천군 홍천읍 홍천로5길 15,37.6899756,127.8828551
화천점,강원 화천군 화천읍 중앙로 28,38.1037545,127.7068814
화천사창리점,강원 화천군 사내면 사내로 46-1,38.0720665,127.5211107
횡성점,강원 횡성군 횡성읍 삼일로 3-1,37.4898699,127.9863601
대구두류점,대구 달서구 달구벌대로344길 9-9 (두류동) 1층,35.8554591,128.5540549
완주삼례점,전북 완주군 삼례읍 삼례역로 8-2 1층,35.9101788,127.0718531
양산물금점,경남 양산시 물금읍 물금로 75 (이지더원 그랜드파크) 1층,35.3132090,128.9916449
전주안골점,전북 전주시 덕진구 심방죽2길 31 (인후동1가),35.8369021,127.1538382
대구달성구지점,대구광역시 달성군 구지면 창리 1434 대구국가산단 디에트르더센트럴 122동 103호,35.6623286,128.4192140
전주에코시티점,"전북 전주시 덕진구 세병로 74 (송천동2가, 에코시티 휴먼빌아파트(2블럭)) 1층",35.8711063,127.1330105
전주효천점,전북 전주시 완산구 효천중앙로 57 (효자동2가) 103호,35.7993106,127.1080453
대전신탄진점,대전 대덕구 대덕대로 1582,36.4500779,127.4235826
