가맹점명,주소,위도,경도
주안3호,인천 미추홀구 주안동 929-11,37.4628539,126.6900908
주엽,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,37.6723916,126.7547356
주월,광주 남구 월산동 1034-17,35.1386170,126.8931476
주촌,경남 김해시 주촌면 천곡리 1381-14,35.2274137,128.8448668
죽도,경북 포항시 북구 대흥동 592-2,36.0360119,129.3627190
죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,34.8799496,128.4212995
죽림무선,전남 여수시 소라면 죽림리 1226-3,34.7625903,127.6395644
죽전,경기 용인시 수지구 죽전동 1151,37.3323367,127.1112723
죽정,충남 보령시 죽정동 668-14,36.3589923,126.6025232
중계1호,서울 노원구 중계1동 360-9,37.6496045,127.0763902
중계역,서울 노원구 중계동 503,37.6420264,127.0641156
중곡,경남 거제시 고현동 997,34.8942206,128.6291807
중곡1호,서울 광진구 중곡동 243-1,37.5626764,127.0805244
중곡2호,서울 광진구 중곡동 24-2,37.5633604,127.0867001
중동,대구 수성구 중동 258-3,35.8437841,128.6122937
중동꿈마을,경기 부천시 원미구 심곡동 93-1,37.4949594,126.7847438
중동유니시티,경남 창원시 의창구 서상동 666-6,35.2604743,128.6257857
중마1호,전남 광양시 마동 1037-4,34.9548834,127.6919439
중마2호,전남 광양시 중동 1654-3,34.9374115,127.6948661
중문,제주 서귀포시 중문동 1965-9,33.2516373,126.4276409
중산,경기 고양시 일산동구 중산동 1667-3,37.6832476,126.7784980
중앙(대구),대구 중구 남일동 33-9,35.8704514,128.5937213
중앙(안산),경기 안산시 단원구 고잔동 540-7,37.3178754,126.8409239
중앙(양산),경남 양산시 중부동 684-6,35.3397342,129.0278610
중앙(영주),경북 영주시 영주2동 536-15,36.8218251,128.6244469
중앙(전주),전북 전주시 완산구 고사동 470-3,35.8187119,127.1420703
중앙(진해),경남 창원시 진해구 여좌동 925-40,35.1528881,128.6659274
중앙(창원 성산),경남 창원시 성산구 중앙동 100-1,35.2208947,128.6765457
중촌목동,대전 중구 중촌동 12-5,36.3378271,127.4131638
중화,서울 중랑구 중화동 304-34,37.5995933,127.0788083
중화산,전북 전주시 완산구 중화산동2가 777-6,35.8180123,127.1177206
증산(서울),서울 은평구 증산동 209-18,37.5826510,126.9055108
증산(양산),경남 양산시 물금읍 가촌리 1269-3,35.3189256,129.0000384
증평,충북 증평군 증평읍 초중리 8-1,36.7801958,127.5764988
증포,경기 이천시 증포동 177-21,37.2901163,127.4545083
지곡,전북 군산시 지곡동 495-1,35.9584831,126.7045544
지내안동,경남 김해시 지내동 67-1,35.2286545,128.9238198
지묘,대구 동구 지묘동 808-3,35.9423076,128.6374719
지사,부산 강서구 지사동 1191-5,35.1494856,128.8330673
지세포,경남 거제시 일운면 지세포리 1009-7,34.8271717,128.7047949
지저불로,대구 동구 지저동 833-15,35.8925337,128.6380603
직산1호,충남 천안시 서북구 직산읍 삼은리 365,36.8769418,127.1520619
진건,경기 남양주시 진건읍 사능리 353-4,37.6560036,127.1812645
진동,경남 창원시 마산합포구 진동면 진동리 436,35.1167849,128.4853806
진량,경북 경산시 진량읍 봉회리 81-3,35.8845043,128.8224900
진부,강원 평창군 진부면 하진부리 152-23,37.6364739,128.5562876
진사리,경기 안성시 공도읍 진사리 20-30,36.9920333,127.1392808
진안,전북 진안군 진안읍 군상리 286-1,35.7924912,127.4340212
진영,경남 김해시 진영읍 진영리 1629-2,35.3079766,128.7355882
진월,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호,35.1148416,126.8963640
진장명촌,울산 북구 명촌동 692-3,35.5562405,129.3555308
진접장현리,경기 남양주시 진접읍 장현리 672-1,37.7154171,127.1810902
진접지구,경기 남양주시 진접읍 금곡리 1041-1,37.7181020,127.2015446
진천(대구),대구 달서구 진천동 504,35.8131641,128.5248566
진천(충북),충북 진천군 진천읍 남산8길 10-3,36.8538329,127.4454355
진평,경북 구미시 진평동 29-5,36.0953107,128.4276164
진해신항,경남 창원시 진해구 용원동 1340,35.0883656,128.8134853
차암,충남 천안시 서북구 차암동 514,36.8400439,127.1007983
창3동,서울 도봉구 창동 568-2,37.6407441,127.0404045
창녕,경남 창녕군 창녕읍 송현리 238-1,35.5428471,128.4995752
창동,서울 도봉구 창동 296-37,37.6542047,127.0411029
창동산호,경남 창원시 마산합포구 산호동 338-35,35.2088258,128.5827450
창현,경기 남양주시 화도읍 창현리 731-3,37.6504449,127.3042854
채운,충남 당진시 읍내동 1541,36.9021120,126.6312406
천곡,강원 동해시 천곡동 872,37.5217849,129.1169374
천상,울산 울주군 범서읍 천상리 650-5,35.5624051,129.2261326
천왕역,서울 구로구 오류동 203-1 1층,37.4895186,126.8376056
천호1호,서울 강동구 천호동 571,37.5372449,127.1319906
철산1호,경기 광명시 철산동 210-1,37.4804868,126.8641453
철산2호,경기 광명시 철산동 92-1,37.4860747,126.8661365
철산역,경기 광명시 철산동 429,37.4747718,126.8691172
첨단1호,광주 광산구 산월동 884-2,35.2101008,126.8504091
첨단2호,광주 광산구 쌍암동 655-4번지,35.2204931,126.8424082
첨단신용,광주 북구 신용동 693,35.2065520,126.8602476
첨단중앙,광주 광산구 쌍암동 694-60,35.2144011,126.8490738
청담역,서울 강남구 청담동 65 진흥아파트상가,37.5201372,127.0514268
청도,경북 청도군 청도읍 고수리 503,35.6456448,128.7404965
청라호수공원,인천 서구 청라동 152-15,37.5325107,126.6369444
청량리역,서울 동대문구 청량리동 50-3,37.5837320,127.0493979
청북,경기 평택시 청북읍 옥길리 1158-3,37.0186884,126.9155040
청수,충남 천안시 동남구 청당동 513,36.7826434,127.1544425
청운,강원 동해시 쇄운동 84-5,37.4866643,129.1025823
청전,충북 제천시 의림동 7-26,37.1430744,128.2113612
청주사천,충북 청주시 율량동 1565,36.6650405,127.4823510
청주옥산,충북 청원군 옥산면 가락리 산 68-8,36.6692637,127.3837967
청천,인천 부평구 청천동 14-8,37.5197381,126.7041888
청평,경기 가평군 청평면 청평리 452-5,37.7364271,127.4168797
청학,부산 영도구  청학동 13-14,35.0953161,129.0636415
초량,부산 동구 초량동 132-1,35.1205943,129.0394109
초월,경기 광주시 초월읍 경충대로 1255,37.3865702,127.2874751
초읍대공원,부산 부산진구 초읍동 288-6,35.1805950,129.0474804
초장,경남 진주시 초전동 1704-7,35.2124445,128.1119845
초지신도시,경기 안산시 초지동 726-4,37.3091224,126.8153130
초지역,경기 안산시 단원구 초지동 592,37.3222733,126.8060482
춘천교대,강원 춘천시 동내면 거두리 912-4,37.8560244,127.7514376
춘천시청,강원 춘천시 소양로 3가 181-9,37.8814609,127.7250560
충북옥천,충북 옥천군 옥천읍 장야리 289,36.2968820,127.5764599
충효,경북 경주시 충효동 3002-1,35.8422683,129.1876602
취암,충남 논산시 내동 628,36.1872540,127.1022860
칠성고성,대구 북구 칠성동2가 42-9,35.8829063,128.5910276
칠암망경,경남 진주시 칠암동 491-47,35.1779846,128.0936519
칠원,경남 함안군 칠원읍 구성리 650-4,35.3087166,128.5170565
침산,대구 북구 침산동 457-31,35.8901832,128.5838547
킨텍스,경기 고양시 일산서구 대화동 2606,37.6644929,126.7545034
탄방,대전 서구 탄방동 1007,36.3462978,127.3949300
탄현,경기 고양시 일산서구 탄현동 1562-5,37.6902021,126.7618470
탑동(수원),경기 수원시 권선구 서둔동 240-5,37.2752087,126.9791033
탑동(제주),제주 제주시 삼도이동 1192-22,33.5171738,126.5224148
탕정지중해,충남 아산시 명암리 943-1,36.7972164,127.0594885
태백1호,강원 태백시 상장동 87-36,37.1602423,128.9899286
태안,충남 태안군 태안읍 동문리 319-7,36.7516051,126.3027046
태전(경기광주),경기 광주시 태전동 261-14,37.3910266,127.2301204
태전(대구),대구 북구 태전동 254-30,35.9250025,128.5434525
태평,경남 창원시 진해구 수송동 12-14,35.1515544,128.6564468
태평1동,경기 성남시 수정구 태평동 6147-2,37.4420101,127.1278514
태평1호,대전 중구 유천동 326-13,36.3187458,127.3923968
태화,울산 중구 태화동 117-2,35.5518212,129.3008003
테크노폴리스,대구 달성군 유가면 봉리 606 하이젠스타 115호,35.6931167,128.4582367
토평,경기 구리시 토평동 999-2,37.5939391,127.1517659
통도사,경남 양산시 하북면 순지리 814-5,35.4936851,129.0845173
통진1호,경기 김포시 통진읍 서암리 758-79,37.6932101,126.5996047
퇴계1호,강원 퇴계동 891-1,37.8595562,127.7240392
퇴계2호,강원 춘천시 퇴계동 87,37.8506679,127.7364221
퇴계원,경기 남양주시 퇴계원면 퇴계원리 290-14,37.6500572,127.1409378
파동,대구 수성구 상동 380-2,35.8317778,128.6114181
파장,경기 수원시 장안구 송죽동 216-1,37.3060163,127.0024902
판문평거,경남 진주시 평거동 344-6,35.1692783,128.0551628
팔달매천,대구 북구 매천동 682,35.9085699,128.5425333
팔마,전남 순천시 연향동 1681-3   1층,34.9344670,127.5156876
팔용,경남 창원시 의창구 팔용동 170-9,35.2586741,128.6137307
팽성1호,경기 평택시 팽성읍 안정리 20-31,36.9638030,127.0527535
평내,경기 남양주시 평내동 582-5,37.6464101,127.2358297
평리,대구 서구 평리동 1217-2,35.8711597,128.5601414
평산,경남 양산시 평산동 105-4,35.3810773,129.1507161
평창,서울 종로구 평창동 158-1,37.6068234,126.9692262
평촌1호,경기 안양시 동안구 평촌동 917-9,37.3831903,126.9613971
평촌3호,경기 안양시 동안구 비산동 1059 층 A동 103호,37.4018654,126.9529947
평화1호,전북 전주시 완산구 평화동2가 226,35.7883119,127.1354134
포남,강원 강릉시 포남동 1157-8,37.7675571,128.9089614
포승1호,경기 평택시 도곡리 1142-16,36.9888229,126.8461955
포일내손,경기 의왕시 내손동 669-4,37.3865703,126.9814263
포천,경기 포천시 신읍동 47-10,37.8972801,127.2004455
표선,제주 서귀포시 표선리 633-3,33.3247226,126.8324030
풍기,경북 영주시 풍기읍 성내리 2-4,36.8707408,128.5278336
풍동,경기 고양시 일산동구 풍동 1273-5,37.6677437,126.7991604
풍무,경기 김포시 풍무동 191-2,37.6069814,126.7262646
풍산지구,경기 하남시 덕풍동 809,37.5482730,127.2116353
풍암1호,광주 서구 풍암동 1111-2,35.1260526,126.8780552
풍호,경남 창원시 진해구 풍호동 305-17,35.1312616,128.7071998
하가덕진,전북 전주시 덕진구 덕진동2가 670-1,35.8445174,127.1102337
하계1호,서울 노원구 하계1동 251 청구상가 201동 101호,37.6393986,127.0715626
하남1호,광주 광산구 산정동 977-13,35.1667673,126.8037113
하남2지구,광주 광산구 산정동 1039,35.1763513,126.8013626
하남감일,경기 하남시 감이동 525-3,37.5044180,127.1619435
하단1호,부산 사하구 하단2동 506-15,35.1100699,128.9662147
하단2호,부산 사하구 하단동 605-42,35.1037191,128.9619154
하당,전남 목포시 상동 1116-8번지,34.7970801,126.4277844
하대초전,경남 진주시 하대동 306-38,35.1934087,128.1234087
하동,경남 하동군 하동읍 읍내리 238,35.0693674,127.7496363
하복대,충북 청주시 흥덕구 복대동 2960,36.6342832,127.4297757
하안1호,"경기 광명시 하안동 35-5, 영보빌딩 102호",37.4608644,126.8788408
하양,경북 경산시 하양읍 금락리 130-18,35.9083142,128.8124108
하조대,강원 양양군 현북면 하광정리 361-7,38.0210505,128.7210636
학동,광주 동구 학동 735-16,35.1327573,126.9300733
학익1호,인천 남구 학익동 293-37,37.4446943,126.6659956
학장,부산 사상구 학장동 산149-16,35.1369237,128.9761973
학정,대구 북구 학정동 282-14,35.9527379,128.5651783
한남,서울 용산구 한남동 828,37.5323966,127.0072641
한라대,제주 제주시 노형동 716,33.4754764,126.4827925
한림협재,제주 제주시 한림읍 한림리 1582-8,33.4106089,126.2656675
한밭대,대전 유성구 덕명동 592-6,36.3483417,127.2977762
한성대,서울 성북구 동소문동3가 31,37.5900268,127.0102432
한솔,세종 한솔동 927,36.4803464,127.2537287
한양대,서울 성동구 행당동 3-29,37.5604984,127.0410771
함덕,제주 제주시 조천읍 함덕리 1004-41,33.5425658,126.6673676
함안,경남 함안군 가야읍 말산리 58-27,35.2777445,128.4098562
함양,경남 함양군 함양읍 용평리 773-1,35.5181362,127.7264260
함열,전북 익산시 함열읍 와리 610-3,36.0789993,126.9608108
함평,전남 함평군 함평읍 기각리 1000-8,35.0636855,126.5222851
합덕,충남 당진시 합덕읍 운산리 266-2,36.8086572,126.7733875
합성,경남 창원시 마산회원구 합성동 263-36,35.2370655,128.5861876
합천,경남 합천군 합천읍 합천리 320-3,35.5659829,128.1626924
해남,전남 해남군 해남읍 구교리 304-3,34.5764808,126.5931516
해운대역,부산 해운대구 우동 639-4,35.1624516,129.1572857
행신1호,경기 고양시 덕양구 행신동 995-2,37.6227682,126.8359844
행신역,경기 고양시 덕양구 행신동 708-3,37.6134290,126.8332065
향남2지구,경기 화성시 향남읍 하길리 1466,37.1167261,126.9119179
향동지구,경기 고양시 덕양구 향동동 460-6,37.6021804,126.8921997
헬리오시티,"서울 송파구 가락동 479 헬리오시티상가 A동 3,4호",37.4977248,127.1070320
혁신(원주),강원 원주시 반곡동 1880-7,37.3248627,127.9799439
혁신(전북),전북 완주군 이서면 갈산리 664-10,35.8367306,127.0582224
현리,경기 가평군 하면 현리 259-7,37.8190897,127.3508500
형곡,경북 구미시 형곡동 152-4,36.1122330,128.3321238
호계,경남 창원시 마산회원구 내서읍 호계리 289-45,35.2549108,128.5212262
호계1호(안양),경기 안양시 동안구 호계2동 927-2,37.3821533,126.9513908
호계1호(울산),울산 북구 호계동 286-15,35.6278921,129.3560405
호계2호,울산 북구 신천동 107-4,35.6429154,129.3495515
호계3호,경기 군포시 당정동 2-3,37.3656744,126.9564650
호매실,경기 수원시 권선구 금곡동 1137-3,37.2708636,126.9588688
호산파호,대구 달서구 호산동 357-116,35.8494289,128.4855320
호성,전북 전주시 덕진구 호성동1가 757-26,35.8586939,127.1545334
호수,경기 고양시 일산동구 백석동 1414-15,37.6465471,126.7807408
호원1호,경기 의정부시 호원동 466-15,37.7056263,127.0485131
호평,경기 남양주시 호평동 656-1,37.6548606,127.2464121
홍대,서울 마포구 서교동 371-3,37.5536011,126.9201298
홍은1호,서울 서대문구 홍제동 279-52,37.5958383,126.9486583
홍은사거리,서울 서대문구 홍제동 326-20,37.5902850,126.9419866
홍천,강원 홍천군 홍천읍 신장대리 8-9,37.6908568,127.8875293
화곡1호,서울 양천구 신월동 23-17,37.5399917,126.8333103
화곡2호,서울 강서구 화곡동 400-45,37.5382779,126.8409524
화곡본동,서울 화곡동 24-251,37.5444475,126.8454755
화명1호,부산 북구 화명동 749,35.2348627,129.0206447
화명3호,부산 북구 화명동 182-5(2층),35.2452374,129.0130714
화명신도시,부산 북구 화명동 2266-1,35.2362405,129.0086815
화봉,울산 북구 연암동 414-3,35.5856165,129.3657863
화산안녕,경기 화성시 송산동 158-8,37.2086139,127.0125848
화서1호,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",37.2853746,126.9851136
화서2호,경기 수원시 팔달구 화서동 185-3,37.2804420,126.9972490
화순,전남 화순군 화순읍 일심리 755,35.0568311,126.9926091
화원,대구 달성군 화원읍 천내리 241-1,35.8043775,128.4962645
화정,울산 동구 일산동 581-36,35.4971534,129.4270408
화정1호(고양),경기 고양시 덕양구 화정동 906-5 1층 102호,37.6379312,126.8347835
화정1호(광주),광주 서구 화정동 824-16,35.1432421,126.8745777
화정2호,"광주 서구 농성동 666-1 1층 113,114호",35.1481659,126.8850425
화정역,경기 고양시 덕양구 화정동 979-2,37.6321261,126.8324559
화천,강원 화천군 화천읍 하리 44-46,38.1043704,127.7054990
환호장량,경북 포항시 북구 장성동 1378-3,36.0828848,129.3856807
황금,대구 수성구 황금동 843-1,35.8436714,128.6238325
황성,경북 경주시 황성동 893-3,35.8656105,129.2093546
회룡역,경기 의정부시 호원동 426,37.7254094,127.0478689
회원,경남 창원시 마산회원구 회원2동 669-4,35.2188280,128.5634614
횡성,강원 횡성군 횡성읍 읍하리 107-48,37.4904812,127.9863500
효곡,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호,36.0070251,129.3400367
효성1호,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호",37.5330351,126.7132060
효성2호,인천 계양구 효성2동 273-3,37.5263954,126.7110689
효자(전주),전북 전주시 완산구 효자동1가 652,35.8034796,127.1151443
효자(춘천),강원 춘천시 효자동 545-3,37.8721806,127.7267019
효천,전북 전주시 완산구 삼천동2가 759-1,35.7958970,127.1059754
후암,서울 용산구 후암동 244-59,37.5485209,126.9780026
후평1호,강원 춘천시 후평동 836-1,37.8755718,127.7528213
후평사거리,강원 춘천시 후평1동 693-4,37.8815072,127.7460878
휘닉스봉평,강원 평창군 봉평면 무이리 709,37.5849677,128.3265124
흑석1호,서울 동작구 흑석동 180-6,37.5087015,126.9616708
흥덕,경기 용인시 기흥구 영덕동 994-3,37.2740737,127.0716406
흥업,강원 원주시 흥업면 흥업리 585-8,37.3019658,127.9193977
흥해,경북 포항시 북구 흥해읍 옥성리 403-7,36.1050452,129.3440195
